movieid,tagid,tagCount
7854,45,1873
7854,3346,1781
7854,18,1306
7854,13,1170
7854,1727,1045
7854,1412,731
7855,2,2453
7855,3,1984
7855,38,1861
7855,2590,1459
7855,166,1230
7855,8437,1033
7855,1873,1013
7855,1874,792
7856,2,143
7856,3,125
7856,8438,49
7856,25,45
7856,5884,37
7856,3393,28
7856,4316,23
7857,80,214
7857,757,205
7857,4491,175
7857,101,168
7857,8439,136
7857,758,128
7857,1064,114
7857,378,110
7858,152,79
7858,8440,32
7858,696,22
7858,6955,21
7858,8441,21
7859,990,58
7859,2095,26
7860,499,197
7860,80,195
7860,4727,174
7860,101,167
7860,2263,84
7860,4729,43
7860,7,42
7860,8442,37
7861,10,482
7861,28,465
7861,13,280
7861,27,249
7861,1553,234
7861,4729,138
7861,758,136
7861,2053,122
7862,10,244
7862,13,134
7862,3122,128
7862,18,102
7862,25,100
7862,4316,79
7862,8443,59
7862,8444,46
7863,4942,5791
7863,2882,4819
7863,79,3485
7863,80,3261
7863,4943,2065
7863,81,1716
7863,82,1550
7863,4944,768
7864,404,102
7864,8445,91
7864,28,78
7864,8446,71
7864,25,56
7864,8447,39
7864,8448,32
7864,7865,29
7865,1,1041
7865,277,662
7865,439,613
7865,1795,534
7865,26,499
7865,8449,418
7865,41,389
7865,23,313
7866,3670,438
7866,8450,158
7866,1,128
7866,8451,96
7866,6,89
7866,430,87
7866,102,68
7866,1471,67
7867,1,5190
7867,8452,3345
7867,40,2501
7867,26,2301
7867,41,2023
7867,7975,1678
7867,23,1481
7867,7,961
7868,3298,1961
7868,366,1941
7868,101,1597
7868,3401,1321
7868,80,1136
7868,8453,820
7868,28,810
7868,7,310
7869,1471,2714
7869,2684,1970
7869,4661,1941
7869,8013,1432
7869,41,1042
7869,8454,1013
7869,25,988
7869,23,516
7870,1471,127
7870,8455,113
7870,8456,82
7870,5649,76
7870,4661,57
7870,142,50
7870,5038,49
7870,41,43
7871,4449,396
7871,1471,188
7871,6900,159
7871,8457,139
7871,4661,115
7871,1,107
7871,8458,106
7871,8459,82
7872,3670,264
7872,1504,102
7872,3663,97
7872,3448,83
7872,2507,54
7872,8460,37
7872,430,32
7872,1471,32
7873,1471,2833
7873,432,1785
7873,3429,1575
7873,8265,1467
7873,132,1100
7873,5947,1036
7873,8461,898
7873,1851,728
7874,1471,1028
7874,4661,808
7874,8462,490
7874,41,484
7874,25,452
7874,8463,266
7874,113,198
7874,23,198
7875,2209,1551
7875,2210,882
7875,6785,664
7875,1471,439
7875,4177,356
7875,8189,293
7875,2,277
7875,1851,232
7876,1471,317
7876,4661,256
7876,16,208
7876,2281,167
7876,8464,122
7876,102,118
7876,41,99
7876,23,73
7877,2834,632
7877,8465,333
7877,3136,284
7877,3135,281
7877,80,251
7877,1472,222
7877,5009,219
7877,4514,180
7878,2209,1466
7878,2210,674
7878,8466,568
7878,5399,490
7878,1471,317
7878,1203,274
7878,2,226
7878,8467,198
7879,1609,93
7879,80,68
7879,101,64
7879,6889,48
7879,4491,48
7879,757,37
7879,1412,25
7880,2262,197
7880,8468,106
7880,80,84
7880,101,59
7880,2834,45
7880,5779,45
7880,4092,36
7880,2172,35
7881,2834,195
7881,3135,163
7881,3136,131
7881,80,82
7881,6151,44
7881,6708,32
7881,1472,31
7881,5009,28
7882,61,45
7882,236,37
7882,45,35
7883,28,123
7883,8447,104
7883,6448,85
7883,8445,62
7883,8469,59
7883,41,46
7883,7865,38
7883,23,31
7884,2209,1173
7884,2210,754
7884,5400,530
7884,7466,427
7884,1471,329
7884,8019,279
7884,2,246
7884,8470,140
7885,2209,1442
7885,2210,679
7885,7254,397
7885,6663,329
7885,8471,319
7885,1471,270
7885,7148,249
7885,2,223
7886,2209,888
7886,2210,428
7886,4178,307
7886,1471,176
7886,1936,155
7886,2,138
7886,8472,128
7886,6676,128
7887,3670,1003
7887,2642,402
7887,8473,244
7887,8474,191
7887,430,181
7887,1471,167
7887,25,136
7887,21,79
7888,2209,3888
7888,2210,2198
7888,1471,1448
7888,6785,1394
7888,8093,1146
7888,2355,1073
7888,8475,837
7888,2,773
7889,152,461
7889,5540,234
7889,154,125
7889,23,115
7889,8476,81
7889,8477,65
7889,4956,53
7889,696,49
7890,79,291
7890,82,226
7890,80,212
7890,8478,201
7890,8479,158
7890,81,132
7890,21,120
7890,3133,60
7891,152,380
7891,8480,166
7891,5540,106
7891,1169,100
7891,23,76
7891,216,75
7891,41,63
7891,8481,63
7892,1471,525
7892,4661,399
7892,2281,270
7892,16,263
7892,8482,199
7892,41,150
7892,8483,118
7892,25,101
7893,2067,753
7893,12,623
7893,1297,556
7893,156,527
7893,1854,422
7893,173,310
7893,1853,188
7893,25,175
7894,10,81
7894,5,73
7894,13,51
7894,544,43
7894,1412,31
7894,8484,27
7895,340,2054
7895,187,1660
7895,342,744
7895,5,669
7895,8485,519
7895,4316,398
7895,8486,269
7895,8487,177
7896,1469,355
7896,102,156
7896,6241,105
7896,6643,72
7896,10,60
7896,16,41
7896,18,37
7896,1,27
7897,3697,1852
7897,8488,1619
7897,28,1600
7897,4081,1104
7897,26,754
7897,41,521
7897,23,362
7897,7,358
7898,2209,4591
7898,8093,2382
7898,2210,2366
7898,1471,2328
7898,8489,1309
7898,8466,1113
7898,2,1094
7898,1851,933
7899,2209,531
7899,2210,238
7899,5893,146
7899,1471,102
7899,8490,87
7899,2,76
7899,395,34
7899,7149,30
7900,284,2445
7900,236,2061
7900,45,1356
7900,89,893
7900,852,766
7900,4316,420
7900,8491,339
7900,2751,330
7901,90,140
7901,80,138
7901,101,68
7901,8492,51
7901,92,46
7901,3166,33
7901,8493,32
7901,7,21
7902,4942,6427
7902,2882,5277
7902,79,3845
7902,80,3670
7902,4943,2168
7902,81,1873
7902,82,1653
7902,4944,1489
7903,8494,83
7903,5947,82
7903,132,56
7903,8495,45
7903,8496,44
7903,1,39
7903,8497,36
7903,7441,30
7904,1471,25
7905,1567,284
7905,1568,218
7905,25,149
7905,8498,77
7905,395,48
7905,18,44
7905,169,31
7905,7,26
7906,430,96
7906,1502,72
7906,1,66
7906,8499,39
7906,7721,36
7906,8500,25
7907,5521,1267
7907,1471,1055
7907,132,690
7907,5947,620
7907,8501,434
7907,297,317
7907,8502,277
7907,25,273
7908,5255,243
7908,6708,153
7908,2834,150
7908,6123,125
7908,5232,88
7908,80,70
7908,8503,66
7908,6151,60
7909,2209,1332
7909,2210,558
7909,5400,543
7909,7144,334
7909,1471,262
7909,8504,203
7909,2,178
7909,2322,158
7910,2209,1761
7910,2210,740
7910,6513,655
7910,6663,471
7910,8505,381
7910,1471,337
7910,6787,328
7910,2,277
7911,1471,154
7911,132,138
7911,5947,115
7911,8506,82
7911,3823,61
7911,8507,55
7911,8508,50
7911,8509,35
7912,2209,333
7912,2960,211
7912,2210,200
7912,6675,146
7912,1471,60
7912,2,58
7912,8510,49
7912,8511,42
7913,79,1457
7913,80,1175
7913,8512,940
7913,82,883
7913,312,452
7913,81,380
7913,2882,269
7913,7,232
7914,10,126
7914,50,68
7914,28,61
7914,6511,54
7914,18,47
7914,13,44
7914,4729,25
7915,2209,2341
7915,1471,1490
7915,5436,1377
7915,2210,1247
7915,8513,1127
7915,432,963
7915,8514,721
7915,2,666
7916,1471,263
7916,4661,143
7916,41,143
7916,45,125
7916,297,99
7916,23,80
7916,1981,78
7916,610,49
7917,1471,225
7917,132,170
7917,432,161
7917,5947,146
7917,8515,116
7917,8516,98
7917,3115,69
7917,1851,66
7918,1277,101
7918,5947,92
7918,1471,89
7918,8101,80
7918,132,58
7918,3115,35
7918,505,34
7918,8517,24
7919,236,2355
7919,8518,2264
7919,6908,2039
7919,140,1644
7919,45,1567
7919,229,1496
7919,23,873
7919,319,724
7920,3110,11596
7920,7063,8684
7920,140,7156
7920,45,6292
7920,6908,3892
7920,23,3814
7920,41,2364
7920,3233,1963
7921,80,50
7921,101,31
7921,1064,24
7922,43,35
7922,10,21
7923,10,2951
7923,378,2880
7923,263,2632
7923,8519,2169
7923,8520,1790
7923,13,1396
7923,1412,891
7923,757,697
7924,6661,277
7924,79,261
7924,6662,203
7924,82,198
7924,80,196
7924,81,169
7924,5850,110
7924,4695,67
7925,6661,307
7925,79,284
7925,80,233
7925,82,221
7925,81,212
7925,6662,188
7925,5850,119
7925,4695,63
7926,6661,166
7926,79,151
7926,6662,116
7926,80,106
7926,81,105
7926,82,102
7926,5850,71
7926,8521,43
7927,6661,159
7927,6662,138
7927,81,124
7927,79,109
7927,80,105
7927,82,78
7927,3821,59
7927,5850,58
7928,1471,277
7928,1897,224
7928,1472,185
7928,7855,180
7928,1,172
7928,4661,150
7928,4825,113
7928,8522,113
7929,2281,42
7929,8523,35
7929,8524,28
7929,1471,26
7930,79,177
7930,82,150
7930,80,124
7930,3821,80
7930,8525,70
7930,8526,64
7930,8527,56
7930,7287,48
7931,1471,175
7931,4661,126
7931,8159,119
7931,41,70
7931,297,62
7931,23,54
7931,418,43
7931,2278,25
7932,8528,430
7932,80,326
7932,378,257
7932,4385,204
7932,101,139
7932,8529,103
7932,2834,89
7932,263,86
7933,152,44
7934,2209,3393
7934,2210,2023
7934,6785,1567
7934,8093,1357
7934,1471,1091
7934,8530,729
7934,2,683
7934,1851,358
7935,1471,1961
7935,3082,1672
7935,2210,1061
7935,2209,814
7935,2808,809
7935,8531,680
7935,2,616
7935,1,540
7936,5290,58
7936,2834,37
7936,2777,22
7937,3596,40
7937,321,24
7937,26,22
7938,142,233
7938,1471,210
7938,8532,203
7938,4661,146
7938,8533,90
7938,41,82
7938,310,69
7938,187,68
7939,82,756
7939,6739,665
7939,79,630
7939,80,430
7939,27,339
7939,219,335
7939,6,312
7939,2155,305
7940,2834,384
7940,2925,258
7940,310,188
7940,80,88
7940,8534,55
7940,1471,44
7940,8535,42
7940,1966,40
7941,79,125
7941,43,112
7941,80,108
7941,82,104
7941,8536,63
7941,81,46
7941,5124,46
7941,976,27
7942,3821,26
7942,79,25
7943,1469,2639
7943,1,1329
7943,10,527
7943,1471,293
7943,1472,257
7943,8537,252
7943,1529,201
7943,25,169
7944,2209,223
7944,7377,89
7944,2210,80
7944,8190,72
7944,1471,42
7944,7149,39
7944,8538,34
7944,1851,32
7945,378,342
7945,263,213
7945,757,163
7945,4009,158
7945,8539,112
7945,758,86
7945,4010,82
7945,2053,81
7946,263,29
7946,10,28
7946,378,27
7947,2209,1234
7947,2960,674
7947,2210,612
7947,6514,498
7947,1471,242
7947,8540,225
7947,2,194
7947,8541,160
7948,2,231
7948,552,192
7948,1,190
7948,3,155
7948,1795,88
7948,8542,86
7948,4316,75
7948,4643,62
7949,154,242
7949,1287,139
7949,1286,94
7949,18,85
7949,4729,62
7949,8543,44
7949,1288,39
7949,8544,24
7950,142,108
7950,12,59
7950,173,50
7950,263,37
7950,1412,28
7950,89,27
7951,24,253
7951,133,236
7951,132,189
7951,8545,138
7951,470,116
7951,28,87
7951,8546,71
7951,3728,51
7952,229,1306
7952,25,1028
7952,1,700
7952,319,612
7952,4316,179
7952,2899,176
7952,8547,173
7952,8548,172
7953,229,8878
7953,143,5513
7953,89,4689
7953,8549,3882
7953,319,3604
7953,8550,2524
7953,18,1983
7953,3724,1582
7954,2214,4089
7954,10,2964
7954,13,2921
7954,918,2435
7954,1,2075
7954,426,1627
7954,2451,876
7954,7,787
7955,432,67
7955,26,50
7955,5,39
7955,23,32
7955,41,26
7955,890,24
7956,3670,409
7956,8551,133
7956,8552,100
7956,430,71
7956,1471,66
7956,3845,63
7956,8146,51
7956,25,50
7957,524,1308
7957,12,836
7957,173,536
7957,8553,350
7957,43,312
7957,8554,219
7957,526,197
7957,7,180
7958,1502,3435
7958,5425,2835
7958,25,2465
7958,430,2368
7958,8555,1673
7958,28,892
7958,8556,858
7958,3547,606
7959,229,393
7959,143,238
7959,319,216
7959,140,171
7959,8557,137
7959,4729,94
7959,8558,88
7959,8559,38
7960,43,894
7960,10,588
7960,8560,580
7960,13,342
7960,948,286
7960,142,269
7960,4729,234
7960,7,149
7961,53,276
7961,1084,264
7961,10,181
7961,508,156
7961,43,144
7961,378,83
7961,757,79
7961,13,68
7962,1132,164
7962,12,108
7962,79,84
7962,92,82
7962,164,50
7962,3672,21
7963,43,353
7963,1469,185
7963,6769,123
7963,10,91
7963,7,48
7963,13,37
7963,8561,35
7963,5081,27
7964,152,2937
7964,23,1648
7964,140,1154
7964,143,817
7964,10,445
7964,444,268
7964,8562,247
7964,8563,221
7965,5002,78
7965,2884,67
7965,8564,44
7965,25,25
7965,23,21
7966,152,2139
7966,80,1080
7966,3837,851
7966,29,693
7966,8565,432
7966,23,230
7966,444,171
7966,8566,159
7967,13,707
7967,10,704
7967,192,690
7967,216,556
7967,8567,527
7967,804,325
7967,18,320
7967,1598,317
7968,2262,886
7968,2834,648
7968,6151,326
7968,4254,234
7968,6708,230
7968,1472,220
7968,5001,197
7968,5009,192
7969,8568,81
7969,4661,54
7969,1471,53
7969,8569,52
7969,1472,39
7969,7855,38
7969,28,25
7969,8570,22
7970,8032,59
7970,1471,44
7970,8571,27
7970,5802,23
7970,4661,21
7971,1469,947
7971,187,478
7971,6595,326
7971,1472,159
7971,310,143
7971,4481,141
7971,10,130
7971,1529,129
7972,1471,439
7972,8116,352
7972,5436,277
7972,1800,269
7972,8572,182
7972,2905,181
7972,432,165
7972,41,138
7973,1689,354
7973,10,334
7973,1690,321
7973,1412,147
7973,287,143
7973,13,131
7973,1691,131
7973,1692,127
7974,1471,46
7974,8573,39
7974,8574,25
7975,6833,1920
7975,8575,1902
7975,8009,1884
7975,1471,1443
7975,25,1109
7975,4661,686
7975,41,577
7975,28,507
7976,1471,63
7976,8533,47
7976,8576,40
7976,8577,37
7976,8578,36
7976,4661,33
7976,187,23
7976,41,22
7977,1471,480
7977,132,248
7977,5947,239
7977,3479,203
7977,8579,186
7977,21,160
7977,297,158
7977,8580,131
7978,28,4020
7978,249,3729
7978,10,3169
7978,932,2562
7978,13,1982
7978,8581,726
7978,4729,684
7978,7,641
7979,3670,102
7979,1472,29
7979,7465,28
7979,5997,27
7979,8582,26
7979,430,23
7979,140,21
7980,43,12548
7980,10,7738
7980,8583,4886
7980,375,4497
7980,8584,3965
7980,13,2975
7980,18,2587
7980,4316,1754
7981,2834,653
7981,2777,373
7981,6708,290
7981,5290,254
7981,7288,221
7981,80,156
7981,5291,154
7981,6151,133
7982,33,86
7982,1,65
7982,8585,21
7983,4449,681
7983,1471,398
7983,8586,295
7983,41,229
7983,4661,225
7983,8587,197
7983,1,194
7983,23,160
7984,2209,1353
7984,1471,818
7984,2960,773
7984,1347,733
7984,2210,728
7984,5436,637
7984,432,581
7984,2,410
7985,2209,289
7985,1275,258
7985,432,184
7985,2210,170
7985,1471,128
7985,5436,111
7985,8588,90
7985,2,89
7986,4449,101
7986,8457,55
7986,1471,45
7986,7343,39
7986,8116,35
7986,41,31
7986,4661,29
7986,23,24
7987,378,169
7987,10,126
7987,263,124
7987,13,73
7987,757,31
7987,4729,23
7987,7,22
7988,10,310
7988,28,283
7988,13,208
7988,8589,114
7988,8590,105
7988,18,98
7988,216,95
7988,4316,54
7989,142,1253
7989,287,1077
7989,43,1077
7989,263,625
7989,1219,535
7989,288,314
7989,187,180
7989,4316,179
7990,7448,935
7990,80,830
7990,101,628
7990,90,388
7990,263,314
7990,8591,223
7990,8592,190
7990,4607,189
7991,1469,770
7991,1008,300
7991,2074,252
7991,1472,226
7991,1529,188
7991,5,143
7991,10,142
7991,2073,111
7992,1469,984
7992,1008,412
7992,1472,231
7992,2074,223
7992,2073,210
7992,1529,193
7992,5,172
7992,10,169
7993,1469,989
7993,1008,452
7993,2074,330
7993,10,188
7993,1472,184
7993,1471,166
7993,187,162
7993,1529,149
7994,378,333
7994,263,299
7994,10,255
7994,757,143
7994,13,124
7994,1529,65
7994,4729,58
7994,758,44
7995,43,1977
7995,5,1770
7995,10,1418
7995,119,1245
7995,13,808
7995,1412,499
7995,3916,408
7995,7,291
7996,101,1424
7996,2483,1113
7996,80,1048
7996,3090,988
7996,5,687
7996,7288,330
7996,4491,279
7996,7,264
7997,33,150
7997,544,92
7997,36,74
7997,1008,50
7997,588,49
7997,187,32
7997,18,32
7997,4729,27
7998,1471,32
7998,4661,32
7998,7604,24
7999,2209,4593
7999,8593,1980
7999,2210,1813
7999,6785,1617
7999,6514,1249
7999,8190,1083
7999,1471,812
7999,2,647
8000,302,78
8000,79,55
8000,1132,34
8000,5015,21
8001,1471,311
8001,132,255
8001,297,202
8001,5947,195
8001,2032,158
8001,432,132
8001,43,108
8001,9,101
8002,7441,1716
8002,5947,1180
8002,8277,1091
8002,8594,814
8002,1471,797
8002,132,688
8002,8595,671
8002,25,450
8003,3298,224
8003,101,155
8003,4102,120
8003,80,111
8003,3300,73
8003,8596,42
8003,6891,36
8003,3013,25
8004,152,768
8004,8597,526
8004,7063,361
8004,140,199
8004,8598,99
8004,154,85
8004,10,79
8004,4316,69
8005,8599,444
8005,8600,422
8005,4018,378
8005,26,316
8005,41,238
8005,2041,189
8005,23,172
8005,16,166
8006,8601,44
8006,2316,37
8007,4317,1275
8007,4318,831
8007,79,751
8007,80,607
8007,82,553
8007,81,511
8007,43,260
8007,3133,228
8008,77,464
8008,79,177
8008,80,175
8008,8602,152
8008,82,102
8008,130,61
8008,81,46
8008,8603,39
8009,79,696
8009,82,611
8009,80,572
8009,8604,419
8009,1924,153
8009,8605,141
8009,6467,123
8009,4316,98
8010,5927,1957
8010,1064,1711
8010,10,1681
8010,13,1105
8010,551,975
8010,5,733
8010,9,595
8010,1412,574
8011,7914,457
8011,7441,409
8011,5947,356
8011,8606,238
8011,8607,213
8011,1471,195
8011,132,184
8011,25,148
8012,1471,771
8012,1930,677
8012,5947,526
8012,132,482
8012,610,368
8012,8608,281
8012,1851,257
8012,297,185
8013,1471,2536
8013,2759,1561
8013,5953,1299
8013,5947,1289
8013,132,1085
8013,432,1063
8013,8609,911
8013,1851,766
8014,8610,67
8014,1169,65
8014,41,28
8015,1058,58
8015,12,25
8016,2917,250
8016,24,223
8016,2919,105
8016,8611,92
8016,8612,80
8016,470,79
8016,71,70
8016,28,46
8017,28,76
8017,1,69
8017,10,54
8017,154,53
8017,404,46
8017,4316,25
8017,476,22
8018,3518,22
8019,28,6500
8019,133,5828
8019,8613,5615
8019,132,3433
8019,6689,1655
8019,8614,1472
8019,7,747
8019,1429,727
8020,133,5002
8020,8615,4225
8020,28,3119
8020,8616,2997
8020,132,2731
8020,8617,1502
8020,5222,905
8020,8618,886
8021,1469,2378
8021,1,1186
8021,10,454
8021,1471,287
8021,1472,260
8021,1529,199
8021,6,186
8021,4173,125
8022,1502,736
8022,430,553
8022,8619,452
8022,1,422
8022,25,390
8022,8620,370
8022,6,153
8022,4316,129
8023,3670,94
8023,8621,32
8023,8622,28
8024,77,317
8024,152,76
8024,80,75
8024,8623,56
8024,130,46
8024,79,28
8024,8624,22
8024,101,21
8025,1471,1143
8025,8625,931
8025,8626,873
8025,4661,815
8025,102,585
8025,41,410
8025,3393,245
8025,23,234
8026,2834,798
8026,4386,445
8026,80,234
8026,321,233
8026,8627,194
8026,101,132
8026,4795,76
8026,8628,76
8027,8629,8056
8027,79,7901
8027,80,5744
8027,82,3907
8027,6982,3456
8027,5876,3332
8027,8630,2736
8027,84,1708
8028,79,1393
8028,33,994
8028,8631,664
8028,297,613
8028,95,454
8028,610,368
8028,84,312
8028,8632,259
8029,8633,452
8029,8634,331
8029,26,280
8029,41,226
8029,23,157
8029,2041,117
8029,7010,83
8029,8635,81
8030,482,57
8031,79,74
8031,2655,58
8031,10,46
8031,610,29
8031,297,28
8031,21,21
8031,611,21
8032,152,2422
8032,5386,956
8032,10,698
8032,8636,532
8032,8637,415
8032,8638,281
8032,13,249
8032,426,200
8033,1567,26
8034,378,890
8034,430,747
8034,1502,414
8034,382,293
8034,263,254
8034,8639,201
8034,25,175
8034,4316,93
8035,8640,1052
8035,82,1039
8035,79,847
8035,81,826
8035,5222,708
8035,80,690
8035,28,478
8035,25,408
8036,2382,1368
8036,92,741
8036,2,556
8036,3,274
8036,314,248
8036,113,112
8036,8641,58
8036,1279,45
8037,7288,312
8037,101,273
8037,6053,194
8037,80,170
8037,8642,99
8037,25,81
8037,28,74
8037,7290,54
8038,3670,133
8038,8643,86
8038,8644,39
8038,1471,39
8038,21,36
8038,575,35
8038,430,35
8038,2278,26
8039,101,1748
8039,80,1309
8039,7410,1129
8039,25,909
8039,8645,844
8039,28,644
8039,8646,356
8039,7,308
8040,3,77
8040,2,53
8040,5,46
8040,1040,38
8040,7225,36
8040,8647,23
8040,8648,22
8041,8649,704
8041,79,626
8041,80,511
8041,82,493
8041,81,488
8041,6,395
8041,6102,271
8041,3133,168
8042,8649,321
8042,79,297
8042,81,251
8042,80,232
8042,82,215
8042,6,150
8042,6102,105
8042,3133,83
8043,2834,1558
8043,5085,1310
8043,8650,558
8043,7848,351
8043,1472,216
8043,80,205
8043,8651,185
8043,5009,180
8044,79,304
8044,5126,284
8044,5125,255
8044,82,178
8044,80,159
8044,5127,145
8044,81,107
8044,3133,105
8045,79,1775
8045,80,1317
8045,82,1317
8045,6102,981
8045,8652,750
8045,81,707
8045,8653,655
8045,3133,352
8046,12,91
8046,610,77
8046,2457,69
8046,1471,48
8046,297,47
8046,8654,34
8046,300,29
8047,81,474
8047,8655,372
8047,82,355
8047,79,345
8047,80,267
8047,7437,242
8047,8656,188
8047,8657,158
8048,8528,306
8048,80,227
8048,378,193
8048,101,105
8048,2834,87
8048,616,73
8048,263,65
8048,757,50
8049,8528,304
8049,80,172
8049,378,154
8049,101,88
8049,8658,71
8049,2834,62
8049,757,51
8049,263,48
8050,79,174
8050,6541,105
8050,10,100
8050,2655,92
8050,297,75
8050,610,74
8050,611,51
8050,8659,32
8051,1502,225
8051,430,174
8051,25,145
8051,1,131
8051,8660,87
8051,6,57
8051,4316,43
8051,7,32
8052,2262,276
8052,2834,246
8052,8661,66
8052,80,38
8052,4828,35
8052,4795,28
8052,459,27
8052,8662,21
8053,2752,1126
8053,8663,710
8053,3,635
8053,2,544
8053,25,323
8053,3999,259
8053,7,179
8053,2592,163
8054,80,51
8054,2948,24
8054,1,22
8055,2457,572
8055,1297,287
8055,1854,212
8055,12,193
8055,1853,159
8055,1,95
8055,8664,91
8055,1471,81
8056,880,477
8056,10,464
8056,1,452
8056,25,320
8056,13,291
8056,1412,130
8056,8665,94
8056,7,75
8057,10,11554
8057,90,8879
8057,50,7194
8057,8666,6228
8057,25,6037
8057,1412,2251
8057,18,1564
8057,162,1147
8058,25,510
8058,918,467
8058,10,349
8058,13,243
8058,1,173
8058,1412,121
8058,7,77
8058,8667,72
8059,10,1716
8059,143,1655
8059,18,978
8059,13,836
8059,89,829
8059,3122,627
8059,4729,404
8059,8668,366
8060,79,109
8060,82,84
8060,80,79
8060,366,66
8060,8669,22
8060,84,22
8060,8670,21
8061,1567,1097
8061,24,925
8061,8671,780
8061,1568,634
8061,470,359
8061,25,334
8061,3728,229
8061,291,152
8062,10,5383
8062,24,4764
8062,156,4686
8062,291,1558
8062,4729,1234
8062,143,1152
8062,470,819
8062,682,749
8063,1469,508
8063,1472,228
8063,43,219
8063,1529,192
8063,8672,125
8063,10,84
8063,4717,72
8063,1412,63
8064,187,688
8064,263,588
8064,10,487
8064,142,417
8064,13,240
8064,757,181
8064,4729,162
8064,758,124
8065,1486,279
8065,473,254
8065,101,224
8065,80,210
8065,5295,202
8065,4491,186
8065,8673,87
8065,1412,84
8066,24,3572
8066,10,2739
8066,25,2116
8066,470,1739
8066,13,1201
8066,8674,1063
8066,4316,549
8066,102,546
8067,1,772
8067,10,700
8067,13,419
8067,25,341
8067,4729,240
8067,1841,166
8067,8675,164
8067,7,126
8068,1,4137
8068,10,3767
8068,13,2657
8068,4574,2597
8068,8676,1859
8068,25,1611
8068,1412,885
8068,7,742
8069,1,511
8069,10,400
8069,904,288
8069,13,194
8069,1412,103
8069,187,88
8069,7,69
8069,758,65
8070,187,534
8070,10,425
8070,904,408
8070,142,242
8070,13,242
8070,911,213
8070,624,184
8070,1412,142
8071,1469,4956
8071,43,3320
8071,142,2169
8071,8677,1494
8071,10,781
8071,4717,660
8071,1471,553
8071,8678,469
8072,2834,895
8072,21,309
8072,8679,271
8072,80,262
8072,8680,240
8072,297,185
8072,1471,182
8072,8681,122
8073,1132,3152
8073,92,2030
8073,10,2000
8073,79,1648
8073,29,1548
8073,8682,803
8073,4312,472
8073,8683,414
8074,79,49
8074,82,42
8074,80,32
8074,8684,23
8075,2834,98
8075,8685,62
8075,5839,55
8075,6708,42
8075,6151,34
8075,8686,33
8075,80,32
8075,101,27
8076,152,258
8076,424,91
8076,23,82
8076,8687,76
8076,631,60
8076,6796,41
8076,8688,32
8077,2834,916
8077,6615,484
8077,2093,275
8077,80,250
8077,6809,175
8077,5779,167
8077,140,128
8077,8689,125
8078,2834,239
8078,6615,176
8078,473,141
8078,80,92
8078,6708,55
8078,6151,46
8078,8690,44
8078,101,43
8079,79,2279
8079,82,1985
8079,80,1525
8079,8691,1489
8079,7437,1157
8079,8692,1066
8079,81,845
8079,3133,438
8080,79,501
8080,8693,405
8080,80,382
8080,82,337
8080,5875,273
8080,81,253
8080,6,139
8080,8694,116
8081,1471,151
8081,8695,116
8081,4661,86
8081,3214,68
8081,8696,48
8081,219,45
8081,41,44
8081,23,31
8082,79,49
8082,82,42
8082,80,32
8082,8684,23
8083,1471,94
8083,8697,63
8083,4661,59
8083,3759,43
8083,16,35
8083,2278,27
8083,23,25
8083,2207,23
8084,1132,2118
8084,33,1668
8084,79,1121
8084,92,891
8084,8698,601
8084,1924,302
8084,36,237
8084,95,214
8085,3020,598
8085,663,447
8085,8699,340
8085,80,309
8085,101,254
8085,4386,252
8085,2834,197
8085,142,187
8086,152,3003
8086,80,1805
8086,3837,934
8086,8700,767
8086,8701,410
8086,444,298
8086,8702,242
8086,1027,240
8087,8032,129
8087,1471,100
8087,142,90
8087,4661,61
8087,8703,39
8087,41,32
8087,263,23
8088,79,446
8088,10,295
8088,297,260
8088,8704,217
8088,610,187
8088,611,136
8088,84,124
8088,80,80
8089,2209,553
8089,2210,284
8089,5400,194
8089,7466,182
8089,5451,163
8089,1471,110
8089,663,102
8089,2,88
8090,133,190
8090,1526,110
8090,132,108
8090,8705,97
8090,8706,40
8090,28,39
8090,7,27
8090,8707,27
8091,133,476
8091,132,325
8091,8708,273
8091,5595,203
8091,1412,113
8091,8709,108
8091,2254,104
8091,7,62
8092,3670,1023
8092,5929,384
8092,8710,264
8092,2507,244
8092,430,186
8092,1471,145
8092,25,145
8092,1472,54
8093,1,2432
8093,10,2150
8093,1417,1684
8093,28,1507
8093,13,946
8093,476,795
8093,8711,675
8093,404,586
8094,2093,79
8094,4515,59
8094,2834,49
8094,6708,30
8094,6151,29
8094,101,25
8094,80,24
8095,3670,279
8095,8712,91
8095,8713,57
8095,25,39
8095,430,38
8095,1471,28
8095,8714,22
8096,1469,3264
8096,4207,1381
8096,142,1205
8096,43,786
8096,10,506
8096,1471,483
8096,4208,331
8096,395,280
8097,5521,321
8097,1471,211
8097,5947,195
8097,132,130
8097,8715,105
8097,8716,89
8097,8717,72
8097,25,47
8098,1469,2566
8098,4713,1303
8098,187,667
8098,310,464
8098,10,344
8098,4714,265
8098,4715,232
8098,1471,227
8099,2382,9732
8099,2,5504
8099,3,4812
8099,8718,2999
8099,2590,1995
8099,1169,1992
8099,2598,1685
8099,3105,1615
8100,8719,4081
8100,28,2881
8100,1471,2507
8100,25,1631
8100,3628,1577
8100,3187,1074
8100,41,902
8100,27,860
8101,82,27
8101,79,21
8102,8720,39
8102,432,30
8103,2209,73
8103,2210,37
8104,4125,3090
8104,80,2574
8104,79,2450
